java_class_path,release,LOC,LOC_Touched,NR,Nfix,Nauth,LOC_Added,Max_LOC_Added,Avg_LOC_Added,Churn,Max_Churn,Avg_Churn,Change_Set_Size,Max_Change_Set,Avg_Change_Set,Age,Weighted_Age,EXP,SEXP,Previous_Release_Code_Smells,isBuggy
openjpa-kernel/src/main/java/org/apache/openjpa/util/Id.java,1.0.1,137,476,8,0,3,316,150,39.50,476,292,59.50,4802,1263,600.25,486,231336,33,16,36,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ImplHelper.java,1.0.1,289,1243,26,0,5,781,273,30.04,1243,533,47.81,5277,1263,202.96,486,604098,42,25,96,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/IntId.java,1.0.1,57,217,5,0,2,143,66,28.60,217,129,43.40,4138,1263,827.60,486,105462,25,11,11,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/InternalException.java,1.0.1,55,180,7,0,2,122,49,17.43,180,94,25.71,4449,1263,635.57,486,87480,25,12,8,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/InvalidStateException.java,1.0.1,40,161,7,0,2,103,43,14.71,161,82,23.00,4449,1263,635.57,486,78246,25,12,3,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/LRSProxy.java,1.0.1,28,102,6,0,2,66,27,11.00,102,50,17.00,4360,1263,726.67,486,49572,26,12,0,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/LockException.java,1.0.1,75,302,7,0,2,195,93,27.86,302,179,43.14,4449,1263,635.57,486,146772,25,12,14,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/LongId.java,1.0.1,54,205,5,0,2,135,62,27.00,205,121,41.00,4138,1263,827.60,486,99630,25,11,11,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTracker.java,1.0.1,56,214,6,0,2,138,59,23.00,214,114,35.67,4188,1263,698.00,486,104004,23,10,6,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTrackerImpl.java,1.0.1,118,412,7,0,3,272,132,38.86,412,256,58.86,4229,1263,604.14,486,200232,27,14,32,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/MetaDataException.java,1.0.1,47,170,8,0,2,112,45,14.00,170,86,21.25,4451,1263,556.38,486,82620,34,16,5,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/MultiLoaderClassResolver.java,1.0.1,44,160,6,0,3,106,45,17.67,160,87,26.67,4169,1263,694.83,486,77760,26,12,6,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/NoResultException.java,1.0.1,40,66,2,0,1,56,43,28.00,66,43,33.00,1269,1263,634.50,214,14124,88,44,3,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/NoTransactionException.java,1.0.1,36,164,7,0,2,102,43,14.57,164,82,23.43,4449,1263,635.57,486,79704,25,12,1,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/NonUniqueResultException.java,1.0.1,40,66,2,0,1,56,43,28.00,66,43,33.00,1269,1263,634.50,214,14124,88,44,3,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectExistsException.java,1.0.1,34,175,6,0,2,107,47,17.83,175,90,29.17,4227,1263,704.50,486,85050,25,12,1,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectId.java,1.0.1,56,221,6,0,2,143,66,23.83,221,127,36.83,4188,1263,698.00,486,107406,23,10,12,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectNotFoundException.java,1.0.1,46,187,6,0,2,121,54,20.17,187,104,31.17,4227,1263,704.50,486,90882,25,12,7,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAException.java,1.0.1,175,582,7,0,2,392,182,56.00,582,358,83.14,4449,1263,635.57,486,282852,25,12,36,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAId.java,1.0.1,128,419,9,0,5,284,119,31.56,419,232,46.56,4155,1263,461.67,486,203634,31,16,25,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/OptimisticException.java,1.0.1,52,205,7,0,2,133,60,19.00,205,116,29.29,4449,1263,635.57,486,99630,25,12,9,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java,1.0.1,79,981,10,0,4,535,251,53.50,981,492,98.10,4371,1263,437.10,486,476766,43,24,20,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxy.java,1.0.1,54,211,6,0,3,136,59,22.67,211,114,35.17,4179,1263,696.50,486,102546,31,16,6,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyBean.java,1.0.1,33,55,2,0,2,45,32,22.50,55,32,27.50,1304,1263,652.00,336,18480,73,42,1,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCalendar.java,1.0.1,33,132,7,0,3,83,34,11.86,132,64,18.86,4184,1263,597.71,486,64152,44,23,2,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCollection.java,1.0.1,38,168,6,0,3,105,41,17.50,168,77,28.00,4179,1263,696.50,486,81648,31,16,2,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCollections.java,1.0.1,416,493,3,0,2,482,468,160.67,493,468,164.33,1403,1263,467.67,336,165648,85,46,125,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyDate.java,1.0.1,32,116,6,0,3,75,31,12.50,116,58,19.33,4179,1263,696.50,486,56376,31,16,1,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyManager.java,1.0.1,103,460,7,0,3,288,119,41.14,460,235,65.71,4401,1263,628.71,486,223560,30,16,16,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyManagerImpl.java,1.0.1,1530,3010,27,0,5,2363,1261,87.52,3010,1406,111.48,5002,1263,185.26,486,1462860,49,29,464,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyMap.java,1.0.1,42,167,6,0,3,107,40,17.83,167,76,27.83,4179,1263,696.50,486,81162,31,16,3,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyMaps.java,1.0.1,254,305,2,0,2,295,282,147.50,305,282,152.50,1304,1263,652.00,336,102480,73,42,68,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ReferentialIntegrityException.java,1.0.1,80,304,6,0,2,199,94,33.17,304,181,50.67,4227,1263,704.50,486,147744,25,12,16,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/RuntimeExceptionTranslator.java,1.0.1,33,118,5,0,2,77,33,15.40,118,62,23.60,4138,1263,827.60,486,57348,25,11,2,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/Serialization.java,1.0.1,184,580,12,0,6,395,165,32.92,580,319,48.33,5059,1263,421.58,486,281880,35,18,46,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/ShortId.java,1.0.1,56,211,5,0,2,139,64,27.80,211,125,42.20,4138,1263,827.60,486,102546,25,11,13,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/StoreException.java,1.0.1,46,185,7,0,2,119,51,17.00,185,98,26.43,4449,1263,635.57,486,89910,25,12,4,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/StoreFacadeTypeRegistry.java,1.0.1,104,140,6,0,3,116,53,19.33,140,57,23.33,1534,1263,255.67,464,64960,45,24,27,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/StringId.java,1.0.1,50,187,5,0,2,123,56,24.60,187,109,37.40,4138,1263,827.60,486,90882,25,11,7,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/UnsupportedException.java,1.0.1,47,174,7,0,2,114,49,16.29,174,94,24.86,4449,1263,635.57,486,84564,25,12,5,false
openjpa-kernel/src/main/java/org/apache/openjpa/util/UserException.java,1.0.1,55,181,8,0,2,123,50,15.38,181,96,22.63,4455,1263,556.88,486,87966,33,16,8,false
openjpa-lib-5/src/main/java/org/apache/openjpa/lib/util/J2DoPriv5Helper.java,1.0.1,86,184,2,0,2,184,92,92.00,184,92,92.00,20,10,10.00,42,7728,64,1,0,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/ant/AbstractTask.java,1.0.1,177,280,17,0,6,142,49,8.35,280,120,16.47,4863,1263,286.06,497,139160,23,10,38,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/AbstractProductDerivation.java,1.0.1,63,303,7,0,4,189,90,27.00,303,141,43.29,1445,1263,206.43,416,126048,41,18,14,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/BooleanValue.java,1.0.1,61,67,6,0,3,34,13,5.67,67,29,11.17,3950,1263,658.33,497,33299,26,10,9,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/BootstrapException.java,1.0.1,48,55,1,0,1,55,55,55.00,55,55,55.00,2,2,2.00,113,6215,32,5,7,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurable.java,1.0.1,41,63,5,0,2,33,13,6.60,63,28,12.60,3931,1263,786.20,497,31311,24,10,3,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configuration.java,1.0.1,214,352,15,0,4,201,70,13.40,352,150,23.47,4595,1263,306.33,497,174944,29,14,39,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java,1.0.1,902,1598,39,0,6,822,201,21.08,1598,533,40.97,4538,1263,116.36,497,794206,32,15,268,true
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationProvider.java,1.0.1,49,226,9,0,4,105,44,11.67,226,72,25.11,4238,1263,470.89,497,112322,22,11,6,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurations.java,1.0.1,577,1601,31,0,6,783,173,25.26,1601,475,51.65,4976,1263,160.52,497,795697,32,16,218,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/DoubleValue.java,1.0.1,64,74,7,0,4,38,13,5.43,74,34,10.57,3994,1263,570.57,497,36778,28,11,10,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/FileValue.java,1.0.1,62,82,8,0,4,44,13,5.50,82,30,10.25,4138,1263,517.25,497,40754,35,12,6,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/GenericConfigurable.java,1.0.1,38,84,6,0,2,43,14,7.17,84,33,14.00,3936,1263,656.00,497,41748,22,10,1,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/IntValue.java,1.0.1,64,76,7,0,4,38,13,5.43,76,34,10.86,3994,1263,570.57,497,37772,28,11,10,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/MapConfigurationProvider.java,1.0.1,75,166,9,0,4,74,25,8.22,166,64,18.44,4030,1263,447.78,497,82502,21,9,19,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ObjectValue.java,1.0.1,119,139,11,0,5,80,26,7.27,139,57,12.64,4235,1263,385.00,497,69083,31,11,19,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginListValue.java,1.0.1,191,208,8,0,4,89,37,11.13,208,112,26.00,4028,1263,503.50,497,103376,27,11,35,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java,1.0.1,130,119,7,0,3,55,28,7.86,119,74,17.00,4039,1263,577.00,497,59143,26,11,25,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivation.java,1.0.1,111,201,8,0,4,163,113,20.38,201,113,25.13,1452,1263,181.50,416,83616,40,19,19,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivations.java,1.0.1,366,651,17,0,5,524,258,30.82,651,258,38.29,1637,1263,96.29,416,270816,42,18,104,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringListValue.java,1.0.1,119,138,7,0,3,106,72,15.14,138,73,19.71,3956,1263,565.14,497,68586,32,11,27,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringValue.java,1.0.1,58,63,6,0,3,33,13,5.50,63,25,10.50,3950,1263,658.33,497,31311,26,10,6,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Value.java,1.0.1,331,406,11,0,4,252,82,22.91,406,193,36.91,4034,1263,366.73,497,201782,38,13,78,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ValueListener.java,1.0.1,30,54,5,0,2,28,13,5.60,54,23,10.80,3931,1263,786.20,497,26838,24,10,1,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/BreadthFirstWalk.java,1.0.1,131,145,1,0,1,145,145,145.00,145,145,145.00,11,11,11.00,156,22620,82,41,36,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/DepthFirstAnalysis.java,1.0.1,327,382,3,0,3,370,215,123.33,382,215,127.33,27,12,9.00,156,59592,41,16,98,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/Edge.java,1.0.1,195,230,3,0,3,226,189,75.33,230,189,76.67,27,12,9.00,156,35880,41,16,34,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/Graph.java,1.0.1,185,208,2,0,2,205,199,102.50,208,199,104.00,15,11,7.50,156,32448,56,24,62,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/GraphVisitor.java,1.0.1,43,47,1,0,1,47,47,47.00,47,47,47.00,11,11,11.00,156,7332,82,41,3,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/NodeInfo.java,1.0.1,32,35,1,0,1,35,35,35.00,35,35,35.00,11,11,11.00,156,5460,82,41,2,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/AbstractJDBCListener.java,1.0.1,75,59,5,0,2,31,13,6.20,59,24,11.80,3931,1263,786.20,497,29323,24,10,16,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java,1.0.1,150,154,5,0,2,67,41,13.40,154,112,30.80,3931,1263,786.20,497,76538,24,10,38,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConnectionDecorator.java,1.0.1,33,58,5,0,2,31,13,6.20,58,23,11.60,3931,1263,786.20,497,28826,24,10,1,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java,1.0.1,130,142,7,0,2,69,34,9.86,142,78,20.29,4028,1263,575.43,497,70574,40,17,32,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DecoratingDataSource.java,1.0.1,90,102,7,0,2,50,19,7.14,102,51,14.57,4429,1263,632.71,497,50694,20,9,19,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingCallableStatement.java,1.0.1,618,206,7,0,2,103,45,14.71,206,118,29.43,4429,1263,632.71,497,102382,20,9,383,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,1.0.1,520,630,9,0,3,255,160,28.33,630,465,70.00,4519,1263,502.11,497,313110,19,10,196,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDataSource.java,1.0.1,101,110,6,0,2,50,22,8.33,110,62,18.33,4421,1263,736.83,497,54670,22,10,21,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDatabaseMetaData.java,1.0.1,598,1751,6,0,3,870,770,145.00,1751,1540,291.83,3934,1263,655.67,497,870247,22,9,91,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingPreparedStatement.java,1.0.1,366,193,7,0,2,94,41,13.43,193,112,27.57,4429,1263,632.71,497,95921,20,9,211,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingResultSet.java,1.0.1,518,163,6,0,2,80,30,13.33,163,83,27.17,3948,1263,658.00,497,81011,41,17,321,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingStatement.java,1.0.1,220,130,6,0,2,61,30,10.17,130,79,21.67,3936,1263,656.00,497,64610,24,12,65,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEvent.java,1.0.1,139,121,5,0,2,63,37,12.60,121,77,24.20,3931,1263,786.20,497,60137,24,10,12,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEventConnectionDecorator.java,1.0.1,268,353,6,0,2,156,77,26.00,353,196,58.83,4407,1263,734.50,497,175441,23,11,66,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCListener.java,1.0.1,76,82,5,0,2,43,21,8.60,82,45,16.40,3931,1263,786.20,497,40754,24,10,13,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/LoggingConnectionDecorator.java,1.0.1,1138,1045,11,0,4,462,267,42.00,1045,668,95.00,5055,1263,459.55,497,519365,20,10,460,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ReportingSQLException.java,1.0.1,82,91,5,0,2,50,25,10.00,91,50,18.20,3931,1263,786.20,497,45227,24,10,19,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/SQLFormatter.java,1.0.1,226,267,6,0,3,128,65,21.33,267,148,44.50,4020,1263,670.00,497,132699,23,9,63,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/AbstractLog.java,1.0.1,117,133,7,0,2,57,27,8.14,133,68,19.00,4510,1263,644.29,497,66101,22,11,47,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/CommonsLogFactory.java,1.0.1,92,72,6,0,2,31,13,5.17,72,23,12.00,4020,1263,670.00,497,35784,24,12,39,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log.java,1.0.1,113,158,6,0,2,71,49,11.83,158,102,26.33,4020,1263,670.00,497,78526,24,12,41,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4JLogFactory.java,1.0.1,89,94,8,0,3,43,13,5.38,94,23,11.75,4022,1263,502.75,497,46718,36,15,36,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactory.java,1.0.1,30,53,5,0,2,28,13,5.60,53,23,10.60,3931,1263,786.20,497,26341,24,10,1,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactoryAdapter.java,1.0.1,45,67,5,0,2,34,13,6.80,67,27,13.40,3931,1263,786.20,497,33299,24,10,5,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactoryImpl.java,1.0.1,316,356,11,0,3,193,63,17.55,356,155,32.36,4215,1263,383.18,497,176932,34,15,69,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogOutputStream.java,1.0.1,84,153,9,0,4,73,27,8.11,153,53,17.00,4643,1263,515.89,497,76041,23,11,13,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/MultiLogFactory.java,1.0.1,163,172,7,0,3,74,24,10.57,172,64,24.57,4097,1263,585.29,497,85484,21,10,90,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/NoneLogFactory.java,1.0.1,74,67,6,0,2,31,13,5.17,67,23,11.17,4020,1263,670.00,497,33299,24,12,17,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataParser.java,1.0.1,297,275,9,0,4,123,84,13.67,275,208,30.56,4252,1263,472.44,497,136675,35,14,81,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataSerializer.java,1.0.1,93,131,7,0,2,62,27,8.86,131,67,18.71,3983,1263,569.00,497,65107,25,13,20,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassAnnotationMetaDataFilter.java,1.0.1,188,302,9,0,4,161,38,17.89,302,92,33.56,3937,1263,437.44,497,150094,26,9,39,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassArgParser.java,1.0.1,575,724,12,0,4,296,160,24.67,724,487,60.33,5262,1263,438.50,497,359828,31,14,209,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassMetaDataIterator.java,1.0.1,181,229,9,0,4,115,42,12.78,229,118,25.44,4200,1263,466.67,497,113813,32,11,38,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClasspathMetaDataIterator.java,1.0.1,83,131,8,0,4,70,21,8.75,131,55,16.38,4150,1263,518.75,497,65107,35,11,21,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/FileMetaDataIterator.java,1.0.1,168,226,13,0,5,135,32,10.38,226,82,17.38,4254,1263,327.23,497,112322,30,11,47,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataFilter.java,1.0.1,46,69,5,0,2,37,14,7.40,69,31,13.80,3931,1263,786.20,497,34293,24,10,4,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataIterator.java,1.0.1,51,81,5,0,2,42,17,8.40,81,39,16.20,3931,1263,786.20,497,40257,24,10,5,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataIteratorChain.java,1.0.1,96,113,5,0,2,50,21,10.00,113,66,22.60,3931,1263,786.20,497,56161,24,10,19,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataParser.java,1.0.1,76,111,6,0,2,57,26,9.50,111,58,18.50,4421,1263,736.83,497,55167,22,10,9,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataSerializer.java,1.0.1,67,170,7,0,2,84,32,12.00,170,71,24.29,4471,1263,638.71,497,84490,20,9,9,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ResourceMetaDataIterator.java,1.0.1,101,162,8,0,4,87,22,10.88,162,60,20.25,4150,1263,518.75,497,80514,35,11,16,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SourceTracker.java,1.0.1,49,68,5,0,2,35,13,7.00,68,31,13.60,3931,1263,786.20,497,33796,24,10,7,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SourceTrackers.java,1.0.1,57,107,10,0,3,56,21,5.60,107,49,10.70,4920,1263,492.00,497,53179,30,13,6,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SuffixMetaDataFilter.java,1.0.1,38,59,5,0,2,31,13,6.20,59,24,11.80,3931,1263,786.20,497,29323,24,10,4,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/URLMetaDataIterator.java,1.0.1,75,116,7,0,3,61,17,8.71,116,48,16.57,4119,1263,588.43,497,57652,35,12,13,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataParser.java,1.0.1,604,561,16,0,5,251,164,15.69,561,417,35.06,4821,1263,301.31,497,278817,31,15,160,true
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataSerializer.java,1.0.1,320,309,7,0,3,152,73,21.71,309,185,44.14,4119,1263,588.43,497,153573,35,12,89,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipFileMetaDataIterator.java,1.0.1,139,180,10,0,5,96,24,9.60,180,74,18.00,4122,1263,412.20,497,89460,27,9,36,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipStreamMetaDataIterator.java,1.0.1,127,143,6,0,2,64,25,10.67,143,75,23.83,3932,1263,655.33,497,71071,30,15,36,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractListIterator.java,1.0.1,43,74,6,0,2,41,13,6.83,74,25,12.33,4020,1263,670.00,497,36778,24,12,4,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractNonSequentialResultList.java,1.0.1,162,152,5,0,2,58,26,11.60,152,103,30.40,3931,1263,786.20,497,75544,24,10,42,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractResultList.java,1.0.1,74,107,8,0,3,54,16,6.75,107,28,13.38,4022,1263,502.75,497,53179,20,10,16,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractSequentialResultList.java,1.0.1,101,104,5,0,2,45,17,9.00,104,60,20.80,3931,1263,786.20,497,51688,24,10,38,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/EagerResultList.java,1.0.1,45,75,6,0,2,39,13,6.50,75,30,12.50,4407,1263,734.50,497,37275,23,11,7,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/LazyForwardResultList.java,1.0.1,170,126,5,0,2,54,21,10.80,126,75,25.20,3931,1263,786.20,497,62622,24,10,49,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ListResultList.java,1.0.1,102,72,5,0,2,35,13,7.00,72,32,14.40,3931,1263,786.20,497,35784,24,10,19,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ListResultObjectProvider.java,1.0.1,75,81,5,0,2,40,13,8.00,81,34,16.20,3931,1263,786.20,497,40257,24,10,17,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/MergedResultObjectProvider.java,1.0.1,206,209,6,0,2,88,35,14.67,209,111,34.83,4421,1263,736.83,497,103873,22,10,51,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RandomAccessResultList.java,1.0.1,204,165,5,0,2,74,39,14.80,165,111,33.00,3931,1263,786.20,497,82005,24,10,57,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RangeResultObjectProvider.java,1.0.1,113,150,7,0,2,69,36,9.86,150,92,21.43,4510,1263,644.29,497,74550,22,11,32,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultList.java,1.0.1,50,109,5,0,2,52,23,10.40,109,55,21.80,3931,1263,786.20,497,54173,24,10,3,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultListIterator.java,1.0.1,64,80,6,0,2,42,16,7.00,80,37,13.33,4020,1263,670.00,497,39760,24,12,12,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProvider.java,1.0.1,84,118,5,0,2,59,36,11.80,118,79,23.60,3931,1263,786.20,497,58646,24,10,17,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProviderIterator.java,1.0.1,99,91,5,0,2,43,14,8.60,91,45,18.20,3931,1263,786.20,497,45227,24,10,20,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SimpleResultList.java,1.0.1,103,96,5,0,2,44,15,8.80,96,50,19.20,3931,1263,786.20,497,47712,24,10,27,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SoftRandomAccessResultList.java,1.0.1,36,64,5,0,2,34,13,6.80,64,24,12.80,3931,1263,786.20,497,31808,24,10,2,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/WindowResultList.java,1.0.1,154,122,5,0,2,53,24,10.60,122,76,24.40,3931,1263,786.20,497,60634,24,10,44,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Base16Encoder.java,1.0.1,60,88,5,0,2,41,19,8.20,88,51,17.60,3931,1263,786.20,497,43736,24,10,18,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/BytecodeWriter.java,1.0.1,29,59,5,0,2,31,13,6.20,59,23,11.80,3931,1263,786.20,497,29323,24,10,1,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Bytes.java,1.0.1,156,195,3,0,3,181,164,60.33,195,164,65.00,1267,1263,422.33,366,71370,49,15,50,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Closeable.java,1.0.1,28,53,5,0,2,28,13,5.60,53,23,10.60,3931,1263,786.20,497,26341,24,10,2,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/CodeFormat.java,1.0.1,534,454,8,0,4,205,144,25.63,454,355,56.75,4036,1263,504.50,497,225638,36,13,118,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/EventManager.java,1.0.1,51,65,5,0,2,34,13,6.80,65,28,13.00,3931,1263,786.20,497,32305,24,10,7,false
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Files.java,1.0.1,280,460,10,0,4,223,76,22.30,460,224,46.00,5129,1263,512.90,497,228620,31,12,100,false
