rank,class_path,nsmells,loc,selected
77,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AttachStrategy.java,241,587,false
78,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateManager.java,238,1126,false
79,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,238,600,false
80,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java,237,656,false
81,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/SourceAnnotationHandler.java,237,768,false
82,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/Joins.java,235,778,false
83,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,230,1040,false
84,openjpa-kernel/src/main/java/org/apache/openjpa/meta/JavaTypes.java,229,544,false
85,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaParser.java,221,627,false
86,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassArgParser.java,217,641,false
87,openjpa-lib/src/main/java/org/apache/openjpa/lib/identifier/IdentifierUtilImpl.java,216,635,false
88,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StoreCollectionFieldStrategy.java,215,663,false
89,openjpa-examples/openbooks/src/main/java/openbook/client/Demo.java,209,729,false
90,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractBrokerFactory.java,208,920,false
91,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationRelationMapTableFieldStrategy.java,207,583,false
92,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaQueryImpl.java,207,798,false
93,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java,202,435,false
94,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Options.java,202,649,false
95,openjpa-kernel/src/main/java/org/apache/openjpa/util/asm/AsmHelper.java,201,695,false
96,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLFileHandler.java,199,661,false
97,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLBuffer.java,198,698,false
98,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGroup.java,197,603,false
99,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCConfigurationImpl.java,191,700,false
100,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/MappedQueryResultObjectProvider.java,190,542,false
101,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractPCData.java,189,426,false
102,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/FormatPreservingProperties.java,186,726,false
103,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingImpl.java,185,624,false
104,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PrimaryRow.java,181,500,false
105,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java,177,589,false
106,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractUpdateManager.java,176,449,false
107,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerRelationMapTableFieldStrategy.java,174,497,false
108,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataParser.java,174,780,false
109,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyInverseKeyFieldStrategy.java,173,403,false
110,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AbstractExpressionBuilder.java,171,610,false
111,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,169,466,false
112,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaExpressionBuilder.java,169,378,false
113,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataFactory.java,168,640,false
114,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedQueryImpl.java,166,457,false
115,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMappingInfo.java,165,680,false
116,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryKey.java,165,482,false
117,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifierUtilImpl.java,163,503,false
118,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/QueryResultMapping.java,163,659,false
119,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicStorageGenerator.java,163,610,false
120,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/VersionAttachStrategy.java,163,430,false
121,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueMetaDataImpl.java,161,565,false
122,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MergedResult.java,160,678,false
123,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SolidDBDictionary.java,159,543,false
124,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/XMLFormatter.java,159,535,false
125,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractQueryCache.java,158,685,false
126,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java,158,691,false
127,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schemas.java,156,243,false
128,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ObjectIdStateManager.java,156,889,false
129,openjpa-examples/openbooks/src/main/java/openbook/server/OpenBookServiceImpl.java,155,439,false
130,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaSerializer.java,154,469,false
131,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/ProxyCollections.java,154,636,false
132,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/ResultSetResult.java,153,607,false
133,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfigurationImpl.java,152,1076,false
134,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MySQLDictionary.java,151,540,false
135,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AbstractQuery.java,151,674,false
136,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedQueryCacheImpl.java,150,500,false
137,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java,150,470,false
138,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,150,607,false
139,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedPreparedStatement.java,150,397,false
140,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MariaDBDictionary.java,149,551,false
141,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConstraintUpdateManager.java,148,560,false
142,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingInfo.java,148,401,false
143,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSet.java,146,415,false
144,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/InverseManager.java,146,424,false
145,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ColumnVersionStrategy.java,143,380,false
146,openjpa-kernel/src/main/java/org/apache/openjpa/event/TCPRemoteCommitProvider.java,143,957,false
147,openjpa-examples/openbooks/src/main/java/openbook/util/PropertyHelper.java,141,306,false
148,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceUnitInfoImpl.java,141,617,false
149,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAPersistenceUtil.java,139,327,false
150,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PagingResultObjectProvider.java,138,467,false
151,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMappingInfo.java,138,469,false
152,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RedefinitionHelper.java,137,238,false
153,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/MetamodelImpl.java,136,458,false
154,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ExpressionImpl.java,134,569,false
155,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivations.java,132,510,false
156,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,131,427,false
157,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionaryFactory.java,131,674,false
158,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Compatibility.java,131,780,false
159,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AttachManager.java,130,369,false
160,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveFieldStrategy.java,129,439,false
161,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCFetchConfigurationImpl.java,126,487,false
162,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyMap.java,126,441,false
163,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingQuery.java,126,742,false
164,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ProxySetupStateManager.java,126,348,false
165,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractLRSProxyMap.java,126,564,false
166,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedValueHandler.java,125,323,false
167,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/TreeBidiMap.java,125,2253,false
168,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedStoreQuery.java,125,292,false
169,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerCollectionTableFieldStrategy.java,124,331,false
170,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java,124,279,false
171,openjpa-kernel/src/main/java/org/apache/openjpa/meta/Extensions.java,124,475,false
172,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,124,1393,false
173,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/QueryDefinitionImpl.java,124,487,false
174,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAFacadeHelper.java,123,346,false
175,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/ObjectData.java,123,390,false
176,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DelegatingDataCache.java,122,425,false
177,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCDataImpl.java,122,362,false
178,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDatabaseMetaData.java,122,1015,false
179,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEventConnectionDecorator.java,122,519,false
180,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Files.java,122,327,false
181,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedSQLStoreQuery.java,121,291,false
182,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SubQ.java,120,278,false
183,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ResultPacker.java,120,395,false
184,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Discriminator.java,119,458,false
185,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java,119,416,false
186,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ReflectingPersistenceCapable.java,118,422,false
187,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/CodeFormat.java,118,602,false
188,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/CodeGenerator.java,117,631,false
189,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchPlanImpl.java,117,501,false
190,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/FinderCacheImpl.java,116,412,false
191,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ColumnIO.java,116,314,false
192,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingFetchConfiguration.java,115,669,false
193,openjpa-examples/openbooks/src/main/java/openbook/client/BuyBookPage.java,114,471,false
194,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MapTableFieldStrategy.java,114,337,false
195,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationHandlerMapTableFieldStrategy.java,114,327,false
196,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Version.java,113,411,false
197,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/MetamodelHelper.java,112,275,false
198,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyTableFieldStrategy.java,112,302,false
199,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FetchGroup.java,111,392,false
200,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedLinkedListProxy.java,111,723,false
201,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Value.java,110,600,false
202,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedResultSet.java,109,1063,false
203,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schema.java,108,353,false
204,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/TableSchemaFactory.java,108,516,false
205,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedVectorProxy.java,107,685,false
206,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerFactoryImpl.java,107,505,false
207,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ManagedCache.java,106,308,false
208,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/MethodStoreQuery.java,105,319,false
209,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AnnotationProcessor6.java,104,441,false
210,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedConnection.java,104,403,false
211,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/PathFinder.java,103,182,false
212,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/H2Dictionary.java,103,485,false
213,openjpa-kernel/src/main/java/org/apache/openjpa/util/ImplHelper.java,103,333,false
214,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedTemplate.java,103,351,false
215,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProviderImpl.java,102,487,false
216,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedStatementManagerImpl.java,101,316,false
217,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FirebirdDictionary.java,100,501,false
218,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java,100,467,false
219,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java,100,546,false
220,openjpa-kernel/src/main/java/org/apache/openjpa/util/CacheMap.java,100,687,false
221,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/NativeJDBCSeq.java,99,481,false
222,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerHandlerMapTableFieldStrategy.java,98,280,false
223,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingResultList.java,98,501,false
224,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceExceptions.java,98,344,false
225,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StringFieldStrategy.java,97,291,false
226,openjpa-kernel/src/main/java/org/apache/openjpa/util/Exceptions.java,97,290,false
227,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataParser.java,97,372,false
228,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedLobFieldStrategy.java,96,281,false
229,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ManagedClassSubclasser.java,96,331,false
230,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityDataModel.java,95,250,false
231,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SimpleCaseExpression.java,94,264,false
232,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SybaseDictionary.java,94,498,false
233,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/DepthFirstAnalysis.java,94,346,false
234,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/PersistenceMappingDefaults.java,94,260,false
235,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/service/Exchange.java,93,278,false
236,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DataSourceFactory.java,92,330,false
237,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedValueStateManager.java,92,726,false
238,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManagerImpl.java,91,302,false
239,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/StringUtil.java,91,457,false
240,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractMetaDataDefaults.java,90,428,false
241,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AuditManager.java,89,388,false
242,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataSerializer.java,89,361,false
243,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/ui/ScrollableTable.java,88,298,false
244,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/service/BufferedLog.java,88,241,false
245,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java,88,294,false
246,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/SubqueryImpl.java,87,407,false
247,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Extension.java,86,244,false
248,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/AbstractCommand.java,86,357,false
249,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedTreeSetProxy.java,86,533,false
250,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractReferenceMap.java,86,1107,false
251,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/FromImpl.java,86,336,false
252,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PessimisticLockManager.java,85,246,false
253,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CollectionParam.java,85,213,false
254,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCRegistry.java,85,286,false
255,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCState.java,85,493,false
256,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractLRSProxyCollection.java,85,459,false
257,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingStatement.java,85,357,false
258,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AccessCode.java,84,260,false
259,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoredProcedureQueryImpl.java,84,422,false
260,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingPreparedStatementManagerImpl.java,83,367,false
261,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StateComparisonVersionStrategy.java,83,350,false
262,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/UniqueResultObjectProvider.java,83,215,false
263,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,82,358,false
264,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FillStrategy.java,82,256,false
265,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataTool.java,82,356,false
266,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedArrayListProxy.java,82,486,false
267,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityManager.java,82,1198,false
