rank,class_path,nsmells,loc,selected
268,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ElementEmbedValueHandler.java,81,207,false
269,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ObjectIdValueHandler.java,81,184,false
270,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ExtentImpl.java,81,378,false
271,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InterfaceImplGenerator.java,81,244,false
272,openjpa-kernel/src/main/java/org/apache/openjpa/meta/SequenceMetaData.java,81,459,false
273,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GeneralCaseExpression.java,80,230,false
274,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InExpression.java,80,243,false
275,openjpa-jest/src/main/java/org/apache/openjpa/json/JSONObject.java,80,246,false
276,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JSONObject.java,80,246,false
277,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Localizer.java,79,312,false
278,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Const.java,78,210,false
279,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/MultiLogFactory.java,78,217,false
280,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationBuilder.java,77,200,false
281,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/PathImpl.java,77,329,false
282,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/PredicateImpl.java,77,235,false
283,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ClearableScheduler.java,76,273,false
284,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractDataCacheInstrument.java,76,246,false
285,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLStoreManager.java,76,299,false
286,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationMapInverseKeyFieldStrategy.java,75,225,false
287,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedPriorityQueueProxy.java,75,457,false
288,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/ProxyMaps.java,75,353,false
289,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java,74,276,false
290,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetMapValue.java,74,230,false
291,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationMapTableFieldStrategy.java,74,225,false
292,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TypedProperties.java,74,335,false
293,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/validation/ValidatorImpl.java,74,394,false
294,openjpa-kernel/src/main/java/org/apache/openjpa/ee/AutomaticManagedRuntime.java,73,327,false
295,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/QualifiedDBIdentifier.java,72,360,false
296,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationStrategies.java,71,252,false
297,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CoalesceExpression.java,70,211,false
298,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DBCPDriverDataSource.java,70,309,false
299,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractQueryCacheInstrument.java,70,238,false
300,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ResultShape.java,70,391,false
301,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactoryImpl.java,70,371,false
302,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/StringDistance.java,69,196,false
303,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractDualBidiMap.java,69,824,false
304,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/DocTypeReader.java,69,286,false
305,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/MetamodelView.java,68,143,false
306,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/StoredProcedure.java,68,339,false
307,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/InstrumentationFactory.java,68,385,false
308,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAPersistence.java,68,343,false
309,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/ErrorDialog.java,67,237,false
310,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SecondaryRow.java,67,196,false
311,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JSONObjectFormatter.java,67,303,false
312,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LobFieldStrategy.java,66,239,false
313,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DelegatingQueryCache.java,66,246,false
314,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedHashSetProxy.java,66,396,false
315,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedLinkedHashSetProxy.java,66,394,false
316,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AbstractDomainObject.java,66,386,false
317,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Args.java,65,245,false
318,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Trim.java,65,231,false
319,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/PropertiesReverseCustomizer.java,65,244,false
320,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SimpleDriverDataSource.java,65,258,false
321,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/service/MockTradingService.java,64,179,false
322,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/ReverseMappingToolTask.java,64,324,false
323,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/StoredProcedureQuery.java,64,217,false
324,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DynamicSchemaFactory.java,64,258,false
325,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingStoreManager.java,64,241,false
326,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/Graph.java,64,187,false
327,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/TradeOrderWindow.java,63,316,false
328,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCDataImpl.java,63,237,false
329,openjpa-kernel/src/main/java/org/apache/openjpa/event/JMSRemoteCommitProvider.java,63,291,false
330,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/SQLFormatter.java,63,274,false
331,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractLinkedMap.java,63,620,false
332,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/PowerPointViewer.java,62,234,false
333,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Param.java,62,178,false
334,openjpa-kernel/src/main/java/org/apache/openjpa/conf/MetaDataCacheMaintenance.java,62,210,false
335,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEventManager.java,62,266,false
336,openjpa-kernel/src/main/java/org/apache/openjpa/meta/LifecycleMetaData.java,62,272,false
337,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAProperties.java,62,223,false
338,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/SwingHelper.java,61,144,false
339,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Aggregate.java,61,184,false
340,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstPath.java,61,257,false
341,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotEqualTypeExpression.java,61,156,false
342,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Constraint.java,61,280,false
343,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTContext.java,61,328,false
344,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/SaveFieldManager.java,61,247,false
345,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/SLF4JLogFactory.java,61,151,false
346,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LocalConstraint.java,60,202,false
347,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLExceptions.java,60,157,false
348,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallerImpl.java,60,261,false
349,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManagerImpl.java,60,238,false
350,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/MultiClassLoader.java,60,293,false
351,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MapKey.java,59,150,false
352,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StartsWithExpression.java,59,327,false
353,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/VersionLockManager.java,59,164,false
354,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/FinderQueryImpl.java,58,196,false
355,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualTypeExpression.java,58,146,false
356,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java,58,193,false
357,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Math.java,58,185,false
358,openjpa-lib/src/main/java/org/apache/openjpa/lib/identifier/IdentifierRule.java,58,207,false
359,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NullIfExpression.java,57,195,false
360,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/UnaryOp.java,57,208,false
361,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/Constants.java,57,114,false
362,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/MetamodelHelper.java,57,184,false
363,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OrderingMergedResultObjectProvider.java,57,112,false
364,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateAttachStrategy.java,56,199,false
365,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RandomAccessResultList.java,56,243,false
366,openjpa-examples/jest/src/main/java/demo/DataLoader.java,55,133,false
367,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedSQLStoreQuery.java,55,172,false
368,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/InValueDiscriminatorStrategy.java,55,188,false
369,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CandidatePath.java,55,232,false
370,openjpa-kernel/src/main/java/org/apache/openjpa/meta/QueryMetaData.java,55,332,false
371,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Services.java,55,232,false
372,openjpa-examples/openbooks/src/main/java/openbook/tools/converter/SourceRenderer.java,54,190,false
373,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/DelegatingJDBCFetchConfiguration.java,54,343,false
374,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MapEntry.java,54,186,false
375,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MatchesExpression.java,54,173,false
376,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/server/TradingServiceAdapterImpl.java,53,195,false
377,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCBrokerFactory.java,53,256,false
378,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Concat.java,53,177,false
379,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IndexOf.java,53,173,false
380,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LazySchemaFactory.java,53,225,false
381,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractStoreQuery.java,53,276,false
382,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingBrokerFactory.java,53,262,false
383,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoreCacheImpl.java,53,197,false
384,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/Normalizer.java,52,283,false
385,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/OperationOrderUpdateManager.java,52,225,false
386,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExtractDateTimeField.java,52,179,false
387,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Lit.java,52,168,false
388,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/VersionMappingInfo.java,52,173,false
389,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/CacheStatisticsImpl.java,52,249,false
390,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InMemoryValueOrder.java,52,123,false
391,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCFetchPlanImpl.java,52,374,false
392,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/CaseExpressionImpl.java,52,234,false
393,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/OpenTrader.java,51,317,false
394,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/MappingToolTask.java,51,272,false
395,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/TokenReplacedStream.java,51,188,false
396,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Context.java,51,229,false
397,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/LazyForwardResultList.java,51,216,false
398,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JavaSQLTypes.java,50,179,false
399,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractPreparedQueryCacheInstrument.java,50,168,false
400,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Bytes.java,50,167,false
401,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/HintValueConverter.java,50,197,false
402,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CompoundSelections.java,50,229,false
403,openjpa-examples/simple/src/main/java/relations/Main.java,49,175,false
404,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EndsWithExpression.java,49,233,false
405,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Substring.java,49,170,false
406,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyCollection.java,49,243,false
407,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfiguration.java,49,2090,false
408,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryStatistics.java,49,440,false
409,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/FileMetaDataIterator.java,49,197,false
410,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/BooleanRepresentationFactory.java,48,221,false
411,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCSubclassValidator.java,48,287,false
412,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InheritanceComparator.java,48,102,false
413,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractChangeTracker.java,48,243,false
414,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityTable.java,47,211,false
415,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/Finder.java,47,135,false
416,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InstanceofExpression.java,47,174,false
417,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ContainerFieldStrategy.java,47,147,false
418,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/IngresDictionary.java,47,318,false
419,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLErrorCodeReader.java,47,154,false
420,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/AbstractLog.java,47,155,false
421,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ParameterTemplate.java,47,259,false
422,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceXMLMetaDataParser.java,47,272,false
423,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/UntypedPCValueHandler.java,46,144,false
424,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java,46,274,false
425,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/StatusBar.java,45,157,false
426,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/TradingWindow.java,45,256,false
427,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ValueTableJDBCSeq.java,45,215,false
428,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExtractDateTimePart.java,45,175,false
429,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ValueMapDiscriminatorStrategy.java,45,184,false
430,openjpa-kernel/src/main/java/org/apache/openjpa/util/Serialization.java,45,218,false
431,openjpa-lib/src/main/java/org/apache/openjpa/lib/instrumentation/AbstractInstrumentationProvider.java,45,194,false
432,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/MergedResultObjectProvider.java,45,238,false
433,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MixedLockLevelsHelper.java,45,124,false
434,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CompareByExample.java,45,128,false
435,openjpa-examples/openbooks/src/main/java/openbook/tools/converter/HTMLTokenRenderer.java,44,312,false
436,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/HintHandler.java,44,265,false
437,openjpa-junit5/src/main/java/org/apache/openjpa/junit5/internal/OpenJPADirectoriesEnhancer.java,43,371,false
438,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Bootstrap.java,43,170,false
439,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DistinctResultList.java,43,239,false
440,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/SimpleCase.java,43,115,false
441,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/WindowResultList.java,43,179,false
442,openjpa-examples/openbooks/src/main/java/openbook/domain/Range.java,42,150,false
443,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSeq.java,42,229,false
444,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SubclassJoinDiscriminatorStrategy.java,42,179,false
445,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FoxProDictionary.java,42,190,false
446,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Join.java,42,218,false
447,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCDataGenerator.java,42,325,false
448,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEvent.java,42,201,false
449,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/ParameterExpressionImpl.java,42,170,false
450,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DelegatingJoinable.java,41,134,false
451,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaults.java,41,410,false
452,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/SavepointFieldManager.java,41,248,false
453,openjpa-lib/src/main/java/org/apache/openjpa/lib/ant/AbstractTask.java,41,222,false
454,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/BreadthFirstWalk.java,41,134,false
455,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedCharArrayFieldStrategy.java,40,133,false
456,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationCollectionTableFieldStrategy.java,40,129,false
457,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/VerticalClassStrategy.java,40,168,false
458,openjpa-kernel/src/main/java/org/apache/openjpa/event/MethodLifecycleCallbacks.java,40,165,false
459,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LocalManagedRuntime.java,40,230,false
460,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/QueryExpressions.java,40,200,false
461,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractNonSequentialResultList.java,40,211,false
462,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/JavaVersions.java,40,128,false
463,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/LRUMap.java,40,530,false
464,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingFactoryValue.java,39,174,false
465,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EnumValueHandler.java,39,123,false
466,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ImmutableValueHandler.java,39,134,false
467,openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionEventManager.java,39,133,false
468,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Val.java,39,149,false
469,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java,39,177,false
470,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/CommonsLogFactory.java,39,131,false
471,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassMetaDataIterator.java,39,203,false
472,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TemporaryClassLoader.java,39,126,false
473,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractFieldStrategy.java,38,214,false
474,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FullClassStrategy.java,38,152,false
475,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedBlobFieldStrategy.java,38,126,false
476,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/XMLValueHandler.java,38,122,false
477,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/Closure.java,38,108,false
478,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransState.java,38,140,false
479,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/J2DoPrivHelper.java,38,1214,false
480,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/Members.java,38,386,false
481,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedDataSource.java,38,123,false
482,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstGetObjectId.java,37,119,false
483,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreQuery.java,37,370,false
484,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipFileMetaDataIterator.java,37,162,false
485,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ClassUtil.java,37,212,false
486,openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBrokerImpl.java,37,181,false
487,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLStore.java,37,156,false
488,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/TypeLit.java,36,138,false
489,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MetaDataPlusMappingFactory.java,36,167,false
490,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreBrokerFactory.java,36,152,false
491,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Specification.java,36,164,false
492,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Broker.java,36,763,false
493,openjpa-kernel/src/main/java/org/apache/openjpa/util/Id.java,36,160,false
494,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginListValue.java,36,218,false
495,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java,36,198,false
496,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4J2LogFactory.java,36,127,false
497,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4JLogFactory.java,36,128,false
498,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipStreamMetaDataIterator.java,36,158,false
499,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractSequentialResultList.java,36,129,false
500,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/MixedLockManager.java,35,135,false
501,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorMappingInfo.java,35,166,false
502,openjpa-kernel/src/main/java/org/apache/openjpa/meta/DelegatingMetaDataFactory.java,35,163,false
503,openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAException.java,35,212,false
504,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDataSource.java,35,177,false
505,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/RootImpl.java,35,123,false
506,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/OrExpression.java,34,108,false
507,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Type.java,34,116,false
508,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/EmpressDictionary.java,34,181,false
509,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Coalesce.java,34,102,false
510,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/Edge.java,34,224,false
511,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/JarFileURLMetaDataIterator.java,34,198,false
512,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityTableView.java,33,142,false
513,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/NoneMappingDefaults.java,33,261,false
514,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/SequenceMapping.java,33,290,false
515,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTServlet.java,33,179,false
516,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/PartitionedDataCache.java,33,190,false
517,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/StateManager.java,33,286,false
518,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NullIf.java,33,108,false
519,openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java,33,173,false
520,openjpa-examples/openbooks/src/main/java/openbook/util/Randomizer.java,32,110,false
521,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/ServerLogPanel.java,32,159,false
522,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareEqualExpression.java,32,149,false
523,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StringFunction.java,32,134,false
524,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbeddedClassStrategy.java,32,102,false
525,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallersValue.java,32,121,false
526,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachManagerLite.java,32,123,false
527,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExtractDateTimePart.java,32,112,false
528,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GeneralCase.java,32,102,false
529,openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTrackerImpl.java,32,140,false
530,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/UUIDGenerator.java,32,282,false
531,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/XMLWriter.java,32,138,false
532,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceListenerAdapter.java,32,134,false
533,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/TupleImpl.java,32,125,false
534,openjpa-tools/openjpa-fetch-statistics/src/main/java/org/apache/openjpa/enhance/stats/FetchStatisticsAuxEnhancer.java,32,119,false
535,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,31,239,false
536,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedByteArrayFieldStrategy.java,31,114,false
537,openjpa-kernel/src/main/java/org/apache/openjpa/conf/DetachOptions.java,31,199,false
