rank,class_path,nsmells,loc,selected
266,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/StoredProcedureQuery.java,64,217,false
267,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/Graph.java,64,187,false
268,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/service/MockTradingService.java,64,179,false
269,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/TradeOrderWindow.java,63,316,false
270,openjpa-kernel/src/main/java/org/apache/openjpa/event/JMSRemoteCommitProvider.java,63,291,false
271,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/SQLFormatter.java,63,274,false
272,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCDataImpl.java,63,237,false
273,openjpa-kernel/src/main/java/org/apache/openjpa/meta/LifecycleMetaData.java,62,272,false
274,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEventManager.java,62,266,false
275,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/PowerPointViewer.java,62,234,false
276,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAProperties.java,62,223,false
277,openjpa-kernel/src/main/java/org/apache/openjpa/conf/MetaDataCacheMaintenance.java,62,210,false
278,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Param.java,62,178,false
279,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTContext.java,61,328,false
280,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstPath.java,61,257,false
281,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/SaveFieldManager.java,61,247,false
282,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Aggregate.java,61,184,false
283,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotEqualTypeExpression.java,61,156,false
284,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/SLF4JLogFactory.java,61,151,false
285,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/SwingHelper.java,61,144,false
286,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/MultiClassLoader.java,60,293,false
287,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallerImpl.java,60,261,false
288,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManagerImpl.java,60,238,false
289,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLExceptions.java,60,157,false
290,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StartsWithExpression.java,59,327,false
291,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/VersionLockManager.java,59,164,false
292,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MapKey.java,59,150,false
293,openjpa-lib/src/main/java/org/apache/openjpa/lib/identifier/IdentifierRule.java,58,207,false
294,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/FinderQueryImpl.java,58,196,false
295,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java,58,193,false
296,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Math.java,58,185,false
297,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualTypeExpression.java,58,146,false
298,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NullIfExpression.java,57,195,false
299,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/MetamodelHelper.java,57,184,false
300,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OrderingMergedResultObjectProvider.java,57,112,false
301,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RandomAccessResultList.java,56,243,false
302,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateAttachStrategy.java,56,199,false
303,openjpa-kernel/src/main/java/org/apache/openjpa/meta/QueryMetaData.java,55,332,false
304,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Services.java,55,232,false
305,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CandidatePath.java,55,232,false
306,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedSQLStoreQuery.java,55,172,false
307,openjpa-examples/jest/src/main/java/demo/DataLoader.java,55,133,false
308,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/DelegatingJDBCFetchConfiguration.java,54,343,false
309,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MapEntry.java,54,186,false
310,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MatchesExpression.java,54,173,false
311,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingBrokerFactory.java,53,262,false
312,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCBrokerFactory.java,53,256,false
313,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LazySchemaFactory.java,53,225,false
314,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoreCacheImpl.java,53,197,false
315,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/server/TradingServiceAdapterImpl.java,53,195,false
316,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Concat.java,53,177,false
317,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IndexOf.java,53,173,false
318,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCFetchPlanImpl.java,52,374,false
319,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/Normalizer.java,52,283,false
320,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/CacheStatisticsImpl.java,52,249,false
321,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/CaseExpressionImpl.java,52,234,false
322,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/OperationOrderUpdateManager.java,52,225,false
323,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExtractDateTimeField.java,52,179,false
324,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/VersionMappingInfo.java,52,173,false
325,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Lit.java,52,168,false
326,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InMemoryValueOrder.java,52,123,false
327,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/OpenTrader.java,51,317,false
328,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/MappingToolTask.java,51,272,false
329,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Context.java,51,229,false
330,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/LazyForwardResultList.java,51,216,false
331,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/TokenReplacedStream.java,51,188,false
332,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CompoundSelections.java,50,229,false
333,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JavaSQLTypes.java,50,179,false
334,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Bytes.java,50,167,false
335,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyCollection.java,49,243,false
336,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EndsWithExpression.java,49,233,false
337,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/FileMetaDataIterator.java,49,197,false
338,openjpa-examples/simple/src/main/java/relations/Main.java,49,175,false
339,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Substring.java,49,170,false
340,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCSubclassValidator.java,48,287,false
341,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/BooleanRepresentationFactory.java,48,221,false
342,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InheritanceComparator.java,48,102,false
343,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/IngresDictionary.java,47,318,false
344,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceXMLMetaDataParser.java,47,272,false
345,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ParameterTemplate.java,47,259,false
346,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityTable.java,47,211,false
347,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InstanceofExpression.java,47,174,false
348,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLErrorCodeReader.java,47,154,false
349,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/Finder.java,47,135,false
350,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java,46,274,false
351,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/UntypedPCValueHandler.java,46,144,false
352,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/TradingWindow.java,45,256,false
353,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/MergedResultObjectProvider.java,45,238,false
354,openjpa-kernel/src/main/java/org/apache/openjpa/util/Serialization.java,45,218,false
355,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ValueTableJDBCSeq.java,45,215,false
356,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ValueMapDiscriminatorStrategy.java,45,184,false
357,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExtractDateTimePart.java,45,175,false
358,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/StatusBar.java,45,157,false
359,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CompareByExample.java,45,128,false
360,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MixedLockLevelsHelper.java,45,124,false
361,openjpa-examples/openbooks/src/main/java/openbook/tools/converter/HTMLTokenRenderer.java,44,312,false
362,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/HintHandler.java,44,265,false
363,openjpa-junit5/src/main/java/org/apache/openjpa/junit5/internal/OpenJPADirectoriesEnhancer.java,43,371,false
364,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DistinctResultList.java,43,239,false
365,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/WindowResultList.java,43,179,false
366,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Bootstrap.java,43,170,false
367,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/SimpleCase.java,43,115,false
368,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Join.java,42,218,false
369,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEvent.java,42,201,false
370,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FoxProDictionary.java,42,190,false
371,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SubclassJoinDiscriminatorStrategy.java,42,179,false
372,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/ParameterExpressionImpl.java,42,170,false
373,openjpa-examples/openbooks/src/main/java/openbook/domain/Range.java,42,150,false
374,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/SavepointFieldManager.java,41,248,false
375,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/BreadthFirstWalk.java,41,134,false
376,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DelegatingJoinable.java,41,134,false
377,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/LRUMap.java,40,530,false
378,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LocalManagedRuntime.java,40,230,false
379,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/QueryExpressions.java,40,200,false
380,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/VerticalClassStrategy.java,40,168,false
381,openjpa-kernel/src/main/java/org/apache/openjpa/event/MethodLifecycleCallbacks.java,40,165,false
382,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedCharArrayFieldStrategy.java,40,133,false
383,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationCollectionTableFieldStrategy.java,40,129,false
384,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/JavaVersions.java,40,128,false
385,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassMetaDataIterator.java,39,203,false
386,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java,39,177,false
387,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingFactoryValue.java,39,174,false
388,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ImmutableValueHandler.java,39,134,false
389,openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionEventManager.java,39,133,false
390,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/CommonsLogFactory.java,39,131,false
391,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TemporaryClassLoader.java,39,126,false
392,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EnumValueHandler.java,39,123,false
393,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/Members.java,38,386,false
394,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FullClassStrategy.java,38,152,false
395,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransState.java,38,140,false
396,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedBlobFieldStrategy.java,38,126,false
397,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedDataSource.java,38,123,false
398,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/XMLValueHandler.java,38,122,false
399,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/Closure.java,38,108,false
400,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ClassUtil.java,37,212,false
401,openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBrokerImpl.java,37,181,false
402,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipFileMetaDataIterator.java,37,162,false
403,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLStore.java,37,156,false
404,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstGetObjectId.java,37,119,false
405,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginListValue.java,36,218,false
406,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java,36,198,false
407,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MetaDataPlusMappingFactory.java,36,167,false
408,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Specification.java,36,164,false
409,openjpa-kernel/src/main/java/org/apache/openjpa/util/Id.java,36,160,false
410,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipStreamMetaDataIterator.java,36,158,false
411,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreBrokerFactory.java,36,152,false
412,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/TypeLit.java,36,138,false
413,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4JLogFactory.java,36,128,false
414,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4J2LogFactory.java,36,127,false
415,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDataSource.java,35,177,false
416,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorMappingInfo.java,35,166,false
417,openjpa-kernel/src/main/java/org/apache/openjpa/meta/DelegatingMetaDataFactory.java,35,163,false
418,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/MixedLockManager.java,35,135,false
419,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/RootImpl.java,35,123,false
420,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/Edge.java,34,224,false
421,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/JarFileURLMetaDataIterator.java,34,198,false
422,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/EmpressDictionary.java,34,181,false
423,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Type.java,34,116,false
424,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/OrExpression.java,34,108,false
425,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Coalesce.java,34,102,false
426,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/SequenceMapping.java,33,290,false
427,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/NoneMappingDefaults.java,33,261,false
428,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/PartitionedDataCache.java,33,190,false
429,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTServlet.java,33,179,false
430,openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java,33,173,false
431,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityTableView.java,33,142,false
432,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NullIf.java,33,108,false
433,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/UUIDGenerator.java,32,282,false
434,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/ServerLogPanel.java,32,159,false
435,openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTrackerImpl.java,32,140,false
436,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/XMLWriter.java,32,138,false
437,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceListenerAdapter.java,32,134,false
438,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/TupleImpl.java,32,125,false
439,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachManagerLite.java,32,123,false
440,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallersValue.java,32,121,false
441,openjpa-tools/openjpa-fetch-statistics/src/main/java/org/apache/openjpa/enhance/stats/FetchStatisticsAuxEnhancer.java,32,119,false
442,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExtractDateTimePart.java,32,112,false
443,openjpa-examples/openbooks/src/main/java/openbook/util/Randomizer.java,32,110,false
444,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GeneralCase.java,32,102,false
445,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbeddedClassStrategy.java,32,102,false
446,openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java,31,375,false
447,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,31,239,false
448,openjpa-kernel/src/main/jjtree/org/apache/openjpa/kernel/jpql/ParseException.java,31,178,false
449,openjpa-kernel/src/main/java/org/apache/openjpa/validation/ValidatingLifecycleEventManager.java,31,163,false
450,openjpa-kernel/src/main/java/org/apache/openjpa/meta/NonPersistentMetaData.java,31,161,false
451,openjpa-tools/openjpa-fetch-statistics/src/main/java/org/apache/openjpa/enhance/stats/FetchStatsCollector.java,31,151,false
452,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java,31,148,false
453,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCPersistenceProductDerivation.java,31,148,false
454,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCBrokerFactory.java,31,136,false
455,openjpa-slice/src/main/java/org/apache/openjpa/slice/SliceImplHelper.java,31,115,false
456,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedByteArrayFieldStrategy.java,31,114,false
457,openjpa-examples/openbooks/src/main/java/openbook/client/DeliveryPage.java,30,167,false
458,openjpa-examples/openbooks/src/main/java/openbook/tools/util/URIUtils.java,30,149,false
459,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SimpleRegex.java,30,144,false
460,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PointbaseDictionary.java,30,144,false
461,openjpa-examples/openbooks/src/main/java/openbook/client/SourceCodeBrowser.java,30,129,false
462,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/FetchPathImpl.java,30,126,false
463,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/PrototypeFactory.java,30,126,false
464,openjpa-examples/simple/src/main/java/reversemapping/Main.java,30,120,false
465,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualExpression.java,30,107,false
466,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayStreamValueHandler.java,30,100,false
467,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Variable.java,28,208,false
468,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/SchemaToolTask.java,28,162,false
469,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceHashMap.java,28,160,false
470,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/validation/ValidationUtils.java,28,150,false
471,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCRelatedFieldOrder.java,28,116,false
472,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewState.java,28,115,false
473,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/IsolationLevel.java,28,108,false
474,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedClobFieldStrategy.java,28,101,false
475,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DerbyDictionary.java,27,236,false
476,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/XROP.java,27,207,false
477,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringListValue.java,27,150,false
478,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingSeq.java,27,140,false
479,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLProjectionResultObjectProvider.java,27,139,false
480,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/IndexedMap.java,27,137,false
481,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/domain/Trade.java,27,132,false
482,openjpa-kernel/src/main/java/org/apache/openjpa/util/StoreFacadeTypeRegistry.java,27,117,false
483,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareExpression.java,27,111,false
484,openjpa-kernel/src/main/java/org/apache/openjpa/util/ArrayStateImage.java,27,105,false
485,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/DualTreeBidiMap.java,26,411,false
486,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingExtent.java,26,197,false
487,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/jmx/JMXProvider.java,26,191,false
488,openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionEvent.java,26,159,false
489,openjpa-examples/openbooks/src/main/java/openbook/domain/Book.java,26,158,false
490,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/MatchWindow.java,26,158,false
491,openjpa-examples/openbooks/src/main/java/openbook/domain/ShoppingCart.java,26,138,false
492,openjpa-kernel/src/main/java/org/apache/openjpa/util/CollectionChangeTrackerImpl.java,26,132,false
493,openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/ui/ErrorDialog.java,26,120,false
494,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SimpleResultList.java,26,118,false
495,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDirtyState.java,26,114,false
496,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Aggregate.java,26,106,false
497,openjpa-examples/openbooks/src/main/java/openbook/util/JSPUtility.java,26,104,false
498,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/RoundButton.java,26,101,false
499,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java,25,193,false
500,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MultiQueryMetaData.java,25,190,false
501,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/TransferFieldManager.java,25,155,false
502,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RangeResultObjectProvider.java,25,145,false
503,openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java,25,142,false
504,openjpa-kernel/src/main/java/org/apache/openjpa/util/asm/EnhancementProject.java,25,138,false
505,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Audited.java,25,123,false
506,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryResultCacheImpl.java,25,114,false
507,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDeletedState.java,25,112,false
508,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentQueryCache.java,24,180,false
509,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClassNameDiscriminatorStrategy.java,24,137,false
510,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpenJPASavepoint.java,24,124,false
511,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/TargetFetchConfiguration.java,24,112,false
512,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotContainsExpression.java,24,105,false
513,openjpa-kernel/src/main/java/org/apache/openjpa/event/BeanLifecycleCallbacks.java,24,103,false
514,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueStrategies.java,23,165,false
515,openjpa-kernel/src/main/java/org/apache/openjpa/meta/XMLClassMetaData.java,23,143,false
516,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/GenericResultObjectProvider.java,23,137,false
517,openjpa-examples/openbooks/src/main/java/openbook/tools/converter/ParseTokenListener.java,23,136,false
518,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RuntimeStrategyInstaller.java,23,119,false
519,openjpa-slice/src/main/java/org/apache/openjpa/slice/SliceInfo.java,23,113,false
520,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewFlushedDeletedState.java,23,112,false
521,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationCollectionInverseKeyFieldStrategy.java,23,108,false
522,openjpa-examples/openbooks/src/main/java/openbook/domain/PurchaseOrder.java,22,226,false
523,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ObjectValue.java,22,158,false
524,openjpa-examples/openbooks/src/main/java/openbook/domain/LineItem.java,22,147,false
525,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/XMLFactory.java,22,133,false
526,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/FilterValueImpl.java,22,133,false
527,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MultiColumnVersionStrategy.java,22,116,false
528,openjpa-kernel/src/main/java/org/apache/openjpa/event/LogOrphanedKeyAction.java,22,110,false
529,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewDeletedState.java,22,109,false
530,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/EDirtyState.java,22,109,false
531,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/WhenCondition.java,22,100,false
532,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExtractDateTimeField.java,22,100,false
533,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RefreshStrategyInstaller.java,21,145,false
534,openjpa-kernel/src/main/java/org/apache/openjpa/meta/XMLFieldMetaData.java,21,141,false
535,openjpa-examples/openbooks/src/main/java/openbook/client/SupplyPage.java,21,140,false
536,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/SourceCodeViewer.java,21,128,false
537,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewProvisionalState.java,21,112,false
